bbs-8
srh-41
srh-78
srh-102
srh-130
srh-147
srh-148
srh-170
srh-255
srh-271
sri-20
sri-31
sri-48
sri-57
srj-1
srj-26
srm-1
sru-8
sru-13
sru-24
sru-28
srv-28
srw-7
srw-8
srw-16
srw-121
srx-44
srx-56
srx-74
srx-84
srx-105
srx-108
srx-110
srx-114
srx-128
srx-137
str-19
str-27
str-93
str-130
str-135
str-141
str-174
str-182
tsp-18
uev-2
catp-4
str-264
C14A4.7
C32C4.3
sre-13
C39B10.5
srsx-27
F10D11.3
sdz-13
F13E9.8
F23D12.1
lurp-2
F33C8.2
srm-4
F47G4.5
F49E12.7
sre-45
F57B1.1
F58G6.8
H12D21.11
K08H2.7
M163.5
cyp-14A4
T02G6.5
nhr-214
nhr-215
ntr-1
srab-18
T27E7.4
sre-32
W07G1.1
irld-55
Y38E10A.8
srxa-14
Y60A9.1
ZK899.7
B0228.9
B0281.5
C03B1.2
C03B1.5
C08F1.8
C10F3.7
C18G1.8
C18H7.4
srt-28
C30G4.2
C31B8.1
vet-2
EGAP5.1
F08F8.6
F26A10.1
F40H6.1
F41G3.5
F41H8.1
nhr-37
ugt-32
nhr-189
srt-38
srb-12
oac-57
K12B6.2
srbc-59
T01D1.5
T13G4.7
T14E8.2
dmsr-14
T20B12.4
srbc-66
T24E12.6
Y32H12A.1
srz-5
Y53G8AM.7
srsx-6
srsx-7
dmsr-9
ZC487.2
srz-3
srz-76
F27E5.8
srsx-10
srsx-16
F56H9.6
F30H5.5
C14E2.7
F38B7.10
irld-27
irld-51
C03H5.9
C25E10.17
R02F11.11
F30B5.11
far-8
gcy-31
dhc-3
gnrr-2
lron-14
T12D8.5
T20B3.14
C04E6.13
F40A3.4
ZK616.1
ceh-8
gly-1
srg-30
srh-123
srh-212
srw-12
str-97
str-227
tag-4
AH10.4
C16C10.9
gcp-2.2
E04D5.4
F09A5.3
F15A4.6
ser-5
F42E11.3
lips-1
K01A6.4
K06G5.3
M117.4
Y54G9A.5
ZK669.3
ZK673.1
B0244.4
frpr-1
C10E2.4
C17E7.12
glb-7
C39D10.3
ets-5
C44B12.6
C46A5.6
fbxc-53
F09E10.5
dmd-5
F13A2.2
irld-30
F19B10.4
ttr-10
F29B9.1
mth-2
F36H9.2
F40H6.5
srsx-17
frpr-14
R12B2.3
chil-24
T24E12.3
T24E12.11
T25G12.6
oac-50
Y22D7AR.7
Y45G12C.1
Y48G8AR.3
Y73B6A.1
ZC190.5
ZK84.2
ZK1055.2
sre-46
T28B8.6
spp-22
C27A2.7
Y47G6A.32
T10H9.8
K07A1.17
R13A5.15
B0496.11
M110.10
K07A1.20
abt-1
dsc-1
fkh-10
hst-3.1
spn-4
sra-10
srd-53
tph-1
B0024.15
fipr-7
C30F2.4
F28G4.4
F32B4.1
M03B6.1
T04B2.7
T24F1.4
asic-2
Y37A1B.7
Y47D3B.1
Y66D12A.19
Y113G7A.15
npr-13
B0310.1
acdh-2
frpr-3
C42D4.13
F16B4.4
F48A9.2
F56A11.4
chpf-2
M116.5
T10E9.5
srbc-67
ctsa-2
C24A8.6
C09E7.10
Y50D7A.13
nhr-93
F07C6.2
T10H4.4
dhc-4
nep-15
H10D18.6
F37C12.21
ZC404.15
Y17D7B.10
bli-5
gst-21
mec-4
npr-1
nduf-2.2
unc-42
mnp-1
C25D7.5
ugt-21
C40H5.2
C47E8.9
C54D10.5
D1086.5
ztf-2
F25B3.2
F36H2.3
otpl-8
K08D8.6
T05B9.1
nmat-1
Y53F4B.20
Y54E5A.2
bkip-1
trx-1
C01G5.9
frpr-6
F23F1.10
F35H12.6
F44E7.2
K02H11.4
K03H6.5
M03F8.5
M60.2
aagr-2
R13A5.10
lgc-1
nhr-275
Y38C1BA.1
nhr-237
sprr-3
ZC416.6
T06F4.3
F53F4.17
F41E6.17
R74.10
ZK105.13
T09A5.15
gba-2
C46C11.2
glr-8
nhr-79
F43C1.1
poml-1
T19D7.5
C50D2.10
F18E3.13
ceh-37
flp-4
flp-19
hot-4
ins-1
odr-2
C32C4.1
C33A12.4
C33B4.4
E02A10.4
F02D8.5
F14F11.2
kvs-4
npr-34
flp-27
C44B11.4
nlp-47
K03B4.4
flp-34
R11F4.2
T27A10.2
eat-4
ins-17
osm-1
shw-3
ssr-2
C27A7.1
glb-11
F25B3.5
F36G3.3
F46B6.9
T06G6.4
daf-38
C13A10.2
C35E7.11
lgc-39
K07D4.9
R08F11.1
igcm-2
btb-5
ZC487.1
ZK1320.13
ZK353.10
aex-2
apt-9
dop-2
flp-13
kvs-1
snt-6
sto-5
vab-3
F34D10.6
npr-6
F59B8.1
nphp-4
snt-7
T24D5.2
glb-29
dmsr-3
C35E7.2
F41B4.2
fbxa-24
H04M03.12
ast-1
frpr-18
K04C2.7
AH9.6
T04A8.18
Y57G11C.32
cec-2
F01E11.17
cah-1
ceh-43
cha-1
cho-1
del-2
flp-5
flp-15
ncx-4
nhr-6
nlp-3
nlp-10
nlp-14
pef-1
sto-2
npr-16
npr-3
C05C9.3
syg-2
lgc-47
T04C12.3
B0310.3
C14A11.6
C45E1.4
F20D6.8
F40A3.7
tbc-16
F54G2.2
K02D10.4
dgk-5
npr-12
ckr-1
mgl-3
Y50D4B.1
ZK54.3
flp-11
gcy-22
K09E4.4
npr-19
C35D10.12
K02E10.7
acy-4
cal-2
che-3
che-12
che-13
dop-1
flp-6
flp-14
flp-16
frm-9
ncs-1
nlp-11
unc-86
D1053.3
hecw-1
glb-18
slc-36.4
K10G9.2
Y54G11A.1
dmsr-6
Y57A10B.2
Y67A10A.7
Y106G6G.6
shk-1
rga-6
tyra-2
frpr-7
F59G1.4
glb-25
T06F4.1
shl-1
ZC581.9
bra-1
egl-5
acd-3
kcnl-4
C56G7.3
C30B5.7
cbn-1
T23F2.5
Y108G3AL.3
cah-6
clh-2
gar-2
gar-3
nlp-6
nlp-8
npr-2
rgs-1
snn-1
syd-1
unc-17
unc-75
ceh-58
npr-4
tbc-8
F40F8.5
F46C5.2
T01G1.2
npr-15
Y44A6D.2
Y106G6G.2
ZK287.1
ZK669.5
C24B5.1
mctp-1
F18E9.1
F58F9.1
H10D18.5
H35B03.1
T10B5.4
T22F7.1
T22F7.4
dmsr-2
hpo-38
cutl-26
lgc-46
Y95B8A.12
igcm-4
F11C1.7
gar-1
gnrr-5
Y77E11A.12
C01G5.25
aex-6
cal-4
egl-23
glc-4
grk-2
irk-3
kap-1
nlp-1
nlp-20
C05G5.3
F15G9.5
glb-13
F22B5.4
F26E4.3
F58H1.7
K01A6.6
T03D8.6
cdka-1
W04A4.6
W06F12.2
C25H3.12
F48G7.4
K02F2.5
M04G7.3
W01B11.6
klu-2
C30G7.2
cah-2
nhr-63
qui-1
C05D12.7
cmk-1
dyc-1
exp-2
klp-13
nhr-50
ser-4
E02A10.3
F07H5.7
F09C3.2
F13H10.6
rgef-1
dmsr-1
ptp-4
sprr-1
pde-1
nhr-230
Y38E10A.20
Y73F8A.5
klu-1
C03F11.4
C16E9.2
C46C11.3
C46H11.10
F10E7.9
F21D12.3
F39H12.3
T23C6.4
T23F2.3
ncs-6
gbb-1
W02F12.8
daf-10
nhr-135
rab-37
ubc-17
C30F2.2
C34B4.3
C39B10.1
ZK792.7
glb-2
C18E3.5
C32D5.6
C41A3.2
trk-1
F25E5.16
bcmo-2
ZC266.1
gst-39
jnk-1
kqt-1
mec-2
ncx-2
pll-1
rab-3
rbf-1
ser-3
snt-5
tsp-20
B0348.2
C29H12.6
drn-1
tbc-18
aakg-4
npr-5
T05B11.7
C08G5.7
